Circonscription,province,parti,Date de début,Date de fin,nom,genre,legislature,urlPhoto
Coast of Bays—Central—Notre Dame,Provinces maritimes,PCC,2021-09-20 00:00:00,,Clifford Small,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SmallClifford_CPC.jpg
Vaughan—Woodbridge,Ontario,PLC,2021-09-20 00:00:00,,Francesco Sorbara,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SorbaraFrancesco_Lib.jpg
Yellowhead,Alberta,PCC,2021-09-20 00:00:00,,Gerald Soroka,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SorokaGerald_CPC.jpg
Mississauga—Lakeshore,Ontario,PLC,2022-12-12 00:00:00,,Charles Sousa,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AryaChandra_Lib.jpg
Regina—Lewvan,Saskatchewan,PCC,2021-09-20 00:00:00,,Warren Steinley,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SteinleyWarren_CPC.jpg
Joliette,Québec,BQ,2021-09-20 00:00:00,,Gabriel Ste-Marie,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SteMarieGabriel_BQ.jpg
Miramichi—Grand Lake,Provinces maritimes,PCC,2021-09-20 00:00:00,,Jake Stewart,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/StewartJake_CPC.jpg
Chilliwack—Hope,Colombie-Britannique,PCC,2021-09-20 00:00:00,,Mark Strahl,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HollandMark_Lib.jpg
Montcalm,Québec,BQ,2021-09-20 00:00:00,,Luc Thériault,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ThériaultLuc_BQ.jpg
La Prairie,Québec,BQ,2021-09-20 00:00:00,,Alain Therrien,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/TherrienAlain_BQ.jpg
Saskatoon—University,Saskatchewan,PCC,2021-09-20 00:00:00,,Corey Tochor,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/TochorCorey_CPC.jpg
Moose Jaw—Lake Centre—Lanigan,Saskatchewan,PCC,2021-09-20 00:00:00,,Fraser Tolmie,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/TolmieFraser_CPC.jpg
Papineau,Québec,PLC,2021-09-20 00:00:00,,Justin Trudeau,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/TrudeauJustin_LIB.jpg
Longueuil—Saint-Hubert,Québec,BQ,2021-09-20 00:00:00,,Denis Trudel,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/TrudelDenis_BQ.jpg
Whitby,Ontario,PLC,2021-09-20 00:00:00,,Ryan Turnbull,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WilliamsRyan_CPC.jpg
Edmonton Mill Woods,Alberta,PCC,2021-09-20 00:00:00,,Tim Uppal,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LouisTim_Lib.jpg
Newmarket—Aurora,Ontario,PLC,2021-09-20 00:00:00,,Tony Van Bynen,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/VanBynenTony_Lib.jpg
Milton,Ontario,PLC,2021-09-20 00:00:00,,Adam van Koeverden,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/vanKoeverdenAdam_Lib.jpg
Langley—Aldergrove,Colombie-Britannique,PCC,2021-09-20 00:00:00,,Tako Van Popta,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/HarveyTJ_Lib.jpg
Saint-Boniface—Saint-Vital,Manitoba,PLC,2021-09-20 00:00:00,,Dan Vandal,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/VandalDan_Lib.jpg
Desnethé—Missinippi—Rivière Churchill,Saskatchewan,PCC,2021-09-20 00:00:00,,Gary Vidal,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/VidalGary_CPC.jpg
Peace River—Westlock,Alberta,PCC,2021-09-20 00:00:00,,Arnold Viersen,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ViersenArnold_CPC.jpg
Trois-Rivières,Québec,BQ,2021-09-20 00:00:00,,René Villemure,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/VillemureRené_BQ.jpg
Parkdale—High Park,Ontario,PLC,2021-09-20 00:00:00,,Arif Virani,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ViraniArif_Lib.jpg
Mission—Matsqui—Fraser Canyon,Colombie-Britannique,PCC,2021-09-20 00:00:00,,Brad Vis,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/VisBrad_CPC.jpg
Spadina—Fort York,Ontario,Ind.,2021-09-20 00:00:00,,Kevin Vuong,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/VuongKevin_Ind.jpg
Grande Prairie—Mackenzie,Alberta,PCC,2021-09-20 00:00:00,,Chris Warkentin,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WarkentinChris_CPC.jpg
Saskatoon—Grasswood,Saskatchewan,PCC,2021-09-20 00:00:00,,Kevin Waugh,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WaughKevin_CPC.jpg
Calgary Confederation,Alberta,PCC,2021-09-20 00:00:00,,Len Webber,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WebberLen_CPC.jpg
West Vancouver—Sunshine Coast—Sea to Sky Country,Colombie-Britannique,PLC,2021-09-20 00:00:00,,Patrick Weiler,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LattanzioPatricia_Lib.jpg
North Vancouver,Colombie-Britannique,PLC,2021-09-20 00:00:00,,Jonathan Wilkinson,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WilkinsonJonathan_Lib.jpg
Baie de Quinte,Ontario,PCC,2021-09-20 00:00:00,,Ryan Williams,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ZahidSalma_Lib.jpg
Nouveau-Brunswick-Sud-Ouest,Provinces maritimes,PCC,2021-09-20 00:00:00,,John Williamson,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WilliamsonJohn_CPC.jpg
Prince George—Peace River—Northern Rockies,Colombie-Britannique,PCC,2021-09-20 00:00:00,,Bob Zimmer,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ZimmerBob_CPC.jpg
Pierrefonds—Dollard,Québec,PLC,2021-09-20 00:00:00,,Sameer Zuberi,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DavidsonScot_CPC.jpg
Calgary Heritage,Alberta,PCC,2021-09-20 00:00:00,2022-12-31 23:59:59,Bob Benzen,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BenzenBob_CPC.jpg
Winnipeg-Centre-Sud,Manitoba,PLC,2021-09-20 00:00:00,2022-12-12 23:59:59,Jim Carr,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CarrJim_Lib.jpg
Notre-Dame-de-Grâce—Westmount,Québec,PLC,2021-09-20 00:00:00,2023-03-08 23:59:59,Marc Garneau,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SerréMarc_Lib.jpg
Oxford,Ontario,PCC,2021-09-20 00:00:00,2023-01-28 23:59:59,Dave MacKenzie,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MacKenzieDavid_CPC.jpg
Mississauga—Lakeshore,Ontario,PLC,2021-09-20 00:00:00,2022-05-27 23:59:59,Sven Spengemann,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DhaliwalSukh_Lib.jpg
Oakville,Ontario,PLC,2021-09-20 00:00:00,,Anita Anand,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AnandAnita_Lib.jpg
Churchill—Keewatinook Aski,Manitoba,NPD,2021-09-20 00:00:00,,Niki Ashton,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/DiIorioNicola_Lib.jpg
Fredericton,Provinces maritimes,PLC,2021-09-20 00:00:00,,Jenica Atwin,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AtwinJenica_Lib.jpg
Nanaimo—Ladysmith,Colombie-Britannique,NPD,2021-09-20 00:00:00,,Lisa Marie Barron,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BarronLisaMarie_NDP.jpg
Outremont,Québec,PLC,2021-09-20 00:00:00,,Rachel Bendayan,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BendayanRachel_Lib.jpg
Toronto—St. Paul's,Ontario,PLC,2021-09-20 00:00:00,,Carolyn Bennett,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DesbiensCaroline_BQ.jpg
Abitibi—Baie-James—Nunavik—Eeyou,Québec,BQ,2021-09-20 00:00:00,,Sylvie Bérubé,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SpengemannSven_Lib.jpg
Compton—Stanstead,Québec,PLC,2021-09-20 00:00:00,,Marie-Claude Bibeau,F,44,https://cdn-icons-png.flaticon.com/512/1/1247.png
North Island—Powell River,Colombie-Britannique,NPD,2021-09-20 00:00:00,,Rachel Blaney,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BlaneyRachel_NDP.jpg
Sentier Carlton—Eagle Creek,Saskatchewan,PCC,2021-09-20 00:00:00,,Kelly Block,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BlockKelly_CPC.jpg
Kitchener-Sud—Hespeler,Ontario,PLC,2021-09-20 00:00:00,,Valerie Bradford,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BradfordValerie_Lib.jpg
Sherbrooke,Québec,PLC,2021-09-20 00:00:00,,Élisabeth Brière,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BrièreÉlisabeth_Lib.jpg
Thérèse-De Blainville,Québec,BQ,2021-09-20 00:00:00,,Louise Chabot,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ChabotLouise_BQ.jpg
Waterloo,Ontario,PLC,2021-09-20 00:00:00,,Bardish Chagger,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ChaggerBardish_Lib.jpg
Pontiac,Québec,PLC,2021-09-20 00:00:00,,Sophie Chatel,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MartinezFerradaSoraya_Lib.jpg
Victoria,Colombie-Britannique,NPD,2021-09-20 00:00:00,,Laurel Collins,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CollinsLaurel_NDP.jpg
Toronto—Danforth,Ontario,PLC,2021-09-20 00:00:00,,Julie Dabrusin,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DabrusinJulie_Lib.jpg
Oakville-Nord—Burlington,Ontario,PLC,2021-09-20 00:00:00,,Pam Damoff,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RodriguezPablo_Lib.jpg
Kildonan—St. Paul,Manitoba,PCC,2021-09-20 00:00:00,,Raquel Dancho,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DanchoRaquel_CPC.jpg
Salaberry—Suroît,Québec,BQ,2021-09-20 00:00:00,,Claude DeBellefeuille,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DeBellefeuilleClaude_BQ.jpg
Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix,Québec,BQ,2021-09-20 00:00:00,,Caroline Desbiens,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HughesCarol_NDP.jpg
Dorval—Lachine—LaSalle,Québec,PLC,2021-09-20 00:00:00,,Anju Dhillon,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DhillonAnju_Lib.jpg
Halifax-Ouest,Provinces maritimes,PLC,2021-09-20 00:00:00,,Lena Metlege Diab,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DiabLenaMetlege_Lib.jpg
Etobicoke-Nord,Ontario,PLC,2021-09-20 00:00:00,,Kirsty Duncan,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DuncanKirsty_Lib.jpg
Davenport,Ontario,PLC,2021-09-20 00:00:00,,Julie Dzerowicz,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DzerowiczJulie_Lib.jpg
Battlefords—Lloydminster,Saskatchewan,PCC,2021-09-20 00:00:00,,Rosemarie Falk,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SahotaRuby_Lib.jpg
Peterborough—Kawartha,Ontario,PCC,2021-09-20 00:00:00,,Michelle Ferreri,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BoudriasMichel_BQ.jpg
Surrey-Sud—White Rock,Colombie-Britannique,PCC,2021-09-20 00:00:00,,Kerry-Lynne Findlay,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FindlayKerryLynne_CPC.jpg
Ottawa—Vanier,Ontario,PLC,2021-09-20 00:00:00,,Mona Fortier,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LakeMike_CPC.jpg
University—Rosedale,Ontario,PLC,2021-09-20 00:00:00,,Chrystia Freeland,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FreelandChrystia_Lib.jpg
Vancouver-Centre,Colombie-Britannique,PLC,2021-09-20 00:00:00,,Hedy Fry,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FryHedy_Lib.jpg
Renfrew—Nipissing—Pembroke,Ontario,PCC,2021-09-20 00:00:00,,Cheryl Gallant,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AngusCharlie_NDP.jpg
Laurentides—Labelle,Québec,BQ,2021-09-20 00:00:00,,Marie-Hélène Gaudreau,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LalondeMarieFrance_Lib.jpg
Winnipeg-Centre,Manitoba,NPD,2021-09-20 00:00:00,,Leah Gazan,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GazanLeah_NDP.jpg
Manicouagan,Québec,BQ,2021-09-20 00:00:00,,Marilène Gill,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GaudreauMarieHélène_BQ.jpg
Sarnia—Lambton,Ontario,PCC,2021-09-20 00:00:00,,Marilyn Gladu,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GillMarilène_BQ.jpg
Fort McMurray—Cold Lake,Alberta,PCC,2021-09-20 00:00:00,,Laila Goodridge,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GoodridgeLaila_CPC.jpg
Burlington,Ontario,PLC,2021-09-20 00:00:00,,Karina Gould,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GouldKarina_Lib.jpg
Kelowna—Lake Country,Colombie-Britannique,PCC,2021-09-20 00:00:00,,Tracy Gray,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GrayTracy_CPC.jpg
Thunder Bay—Supérieur-Nord,Ontario,PLC,2021-09-20 00:00:00,,Patty Hajdu,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WeilerPatrick_Lib.jpg
Hamilton Mountain,Ontario,PLC,2021-09-20 00:00:00,,Lisa Hepfner,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HepfnerLisa_Lib.jpg
Algoma—Manitoulin—Kapuskasing,Ontario,NPD,2021-09-20 00:00:00,,Carol Hughes,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/QualtroughCarla_Lib.jpg
Long Range Mountains,Provinces maritimes,PLC,2021-09-20 00:00:00,,Gudie Hutchings,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HutchingsGudie_Lib.jpg
Nunavut,Territoires,NPD,2021-09-20 00:00:00,,Lori Idlout,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/IdloutLori_NDP.jpg
Toronto-Centre,Ontario,PLC,2021-09-20 00:00:00,,Marci Ien,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/IenMarci_Lib.jpg
Markham—Stouffville,Ontario,PLC,2021-09-20 00:00:00,,Helena Jaczek,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JaczekHelena_Lib.jpg
Ahuntsic-Cartierville,Québec,PLC,2021-09-20 00:00:00,,Mélanie Joly,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/Blanchette-JoncasMaxime_BQ.jpg
Labrador,Provinces maritimes,PLC,2021-09-20 00:00:00,,Yvonne Jones,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JonesYvonne_Lib.jpg
London-Ouest,Ontario,PLC,2021-09-20 00:00:00,,Arielle Kayabaga,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KayabagaArielle_Lib.jpg
Mississauga—Erin Mills,Ontario,PLC,2021-09-20 00:00:00,,Iqra Khalid,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KhalidIqra_Lib.jpg
Brampton-Ouest,Ontario,PLC,2021-09-20 00:00:00,,Kamal Khera,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KheraKamal_Lib.jpg
Vimy,Québec,PLC,2021-09-20 00:00:00,,Annie Koutrakis,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KoutrakisAnnie_Lib.jpg
Hastings—Lennox and Addington,Ontario,PCC,2021-09-20 00:00:00,,Shelby Kramp-Neuman,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BensonSheri_NDP.jpg
Calgary Midnapore,Alberta,PCC,2021-09-20 00:00:00,,Stephanie Kusie,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/EllisStephen_CPC.jpg
Vancouver-Est,Colombie-Britannique,NPD,2021-09-20 00:00:00,,Jenny Kwan,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KwanJenny_NDP.jpg
Orléans,Ontario,PLC,2021-09-20 00:00:00,,Marie-France Lalonde,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BibeauMarie-Claude_Lib.jpg
Saint-Laurent,Québec,PLC,2021-09-20 00:00:00,,Emmanuella Lambropoulos,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LambropoulosEmmanuella_Lib.jpg
Thornhill,Ontario,PCC,2021-09-20 00:00:00,,Melissa Lantsman,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ArnoldMel_CPC.jpg
Sudbury,Ontario,PLC,2021-09-20 00:00:00,,Viviane Lapointe,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LaPointeViviane_Lib.jpg
Shefford,Québec,BQ,2021-09-20 00:00:00,,Andréanne Larouche,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LaroucheAndréanne_BQ.jpg
Saint-Léonard—Saint-Michel,Québec,PLC,2021-09-20 00:00:00,,Patricia Lattanzio,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KellyPat_CPC.jpg
Gaspésie—Les Îles-de-la-Madeleine,Québec,PLC,2021-09-20 00:00:00,,Diane Lebouthillier,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LebouthillierDiane_Lib.jpg
Haldimand—Norfolk,Ontario,PCC,2021-09-20 00:00:00,,Leslyn Lewis,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LewisLeslyn_CPC.jpg
Hochelaga,Québec,PLC,2021-09-20 00:00:00,,Soraya Martinez Ferrada,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BergeronStéphane_BQ.jpg
London—Fanshawe,Ontario,NPD,2021-09-20 00:00:00,,Lindsay Mathyssen,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MathyssenLindsay_NDP.jpg
Saanich—Gulf Islands,Colombie-Britannique,PV,2021-09-20 00:00:00,,Elizabeth May,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MayElizabeth_GP.jpg
Edmonton Strathcona,Alberta,NPD,2021-09-20 00:00:00,,Heather McPherson,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/McPhersonHeather_NDP.jpg
Brossard—Saint-Lambert,Québec,PLC,2021-09-20 00:00:00,,Alexandra Mendès,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MendèsAlexandra_Lib.jpg
Avignon—La Mitis—Matane—Matapédia,Québec,BQ,2021-09-20 00:00:00,,Kristina Michaud,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MichaudKristina_BQ.jpg
Vancouver Quadra,Colombie-Britannique,PLC,2021-09-20 00:00:00,,Joyce Murray,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MurrayJoyce_Lib.jpg
Markham—Thornhill,Ontario,PLC,2021-09-20 00:00:00,,Mary Ng,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/TabbaraMarwan_Lib.jpg
Saint-Jean,Québec,BQ,2021-09-20 00:00:00,,Christine Normandin,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/NormandinChristine_BQ.jpg
Pickering—Uxbridge,Ontario,PLC,2021-09-20 00:00:00,,Jennifer O'Connell,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/OConnellJennifer_Lib.jpg
Repentigny,Québec,BQ,2021-09-20 00:00:00,,Monique Pauzé,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FortierMona_Lib.jpg
Moncton—Riverview—Dieppe,Provinces maritimes,PLC,2021-09-20 00:00:00,,Ginette Petitpas Taylor,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PetitpasTaylorGinette_Lib.jpg
Delta,Colombie-Britannique,PLC,2021-09-20 00:00:00,,Carla Qualtrough,F,44,https://cdn-icons-png.flaticon.com/512/1/1247.png
Calgary Nose Hill,Alberta,PCC,2021-09-20 00:00:00,,Michelle Rempel Garner,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FerreriMichelle_CPC.jpg
King—Vaughan,Ontario,PCC,2021-09-20 00:00:00,,Anna Roberts,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RobertsAnna_CPC.jpg
Longueuil—Charles-LeMoyne,Québec,PLC,2021-09-20 00:00:00,,Sherry Romanado,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/MarcilSimon_BQ.jpg
Lambton—Kent—Middlesex,Ontario,PCC,2021-09-20 00:00:00,,Lianne Rood,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RoodLianne_CPC.jpg
Brampton-Nord,Ontario,PLC,2021-09-20 00:00:00,,Ruby Sahota,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BrosseauRuthEllen_NDP.jpg
York-Centre,Ontario,PLC,2021-09-20 00:00:00,,Ya'ara Saks,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SaksYaara_Lib.jpg
Humber River—Black Creek,Ontario,PLC,2021-09-20 00:00:00,,Judy A. Sgro,F,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SgroJudyA_Lib.jpg
